vehical_name,Registration Year ,Insurance ,Fuel Type ,Seats ,Kms Driven ,RTO ,Ownership ,Engine Displacement ,Transmission ,Year of Manufacture ,Engine ,Power ,Transmission ,Drive Type ,Mileage ,Fuel ,new_vehical_price,vehical_price,other_features
2022 Hyundai i20 Sportz Diesel,Oct 2022,Comprehensive,Diesel,5 Seats,"90,000 Kms",Pune,First Owner,1493 cc,Manual,2022,1493 cc,98.63 bhp,Manual,,25 kmpl,Diesel,New Car Price ₹10.95 Lakh,₹8 Lakh Make Your Offer,"['Rear AC Vents', 'Automatic Climate Control', 'Lane Change Indicator', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2021 Kia Sonet GTX Plus Diesel BSVI,2021,-,Diesel,5 Seats,"60,000 Kms",Pune,First Owner,1493 cc,Manual,2021,1493 cc,98.63 bhp,Manual,FWD,,Diesel,New Car Price ₹16.60 Lakh,₹11 Lakh ,"['Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2014 Porsche Cayenne S,Apr 2014,Comprehensive,Petrol,5 Seats,"1,47,000 Kms",Navi Mumbai,Second Owner,4806 cc,Manual,2014,4806 cc,400 bhp,Manual,AWD,,Petrol,New Car Price ₹1.19 Crore,₹37 Lakh Make Your Offer,[]
2018 Hyundai i20 1.4 Asta Option,Apr 2018,Comprehensive,Diesel,5 Seats,"50,000 Kms",Pimpri chinchwad,First Owner,1396 cc,Manual,2018,1396 cc,88.73 bhp,Manual,,22.54 kmpl,Diesel,New Car Price ₹10.98 Lakh,₹7.25 Lakh Make Your Offer,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Lane Change Indicator', 'Rear Camera']"
2012 Hyundai EON LPG,2012,-,LPG,5 Seats,"1,00,000 Kms",Ahmednagar,Second Owner,814 cc,Manual,2012,814 cc,55.2 bhp,Manual,,21.1 km/kg,LPG,New Car Price ₹4.05 Lakh,₹1.50 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2019 Hyundai Santro Sportz CNG BSIV,2019,-,CNG,5 Seats,"75,000 Kms",,First Owner,1086 cc,Manual,2019,1086 cc,58 bhp,Manual,,30.48 km/kg,CNG,New Car Price ₹6.53 Lakh,₹4.50 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Bluetooth Connectivity', 'Touchscreen', 'Steering Mounted Controls']"
2022 Hyundai Creta SX Diesel BSVI,May 2022,Third Party,Diesel,5 Seats,"90,000 Kms",Pune,First Owner,1493 cc,Manual,2022,1493 cc,113.45 bhp,Manual,,18 kmpl,Diesel,New Car Price ₹17.33 Lakh,₹16 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2009 Chevrolet Tavera 2 SS D1 8 Seats,2009,-,Diesel,8 Seats,"2,50,000 Kms",Pimpri chinchwad,Second Owner,2499 cc,Manual,2009,2499 cc,,Manual,,14.8 kmpl,Diesel,New Car Price ₹11.56 Lakh,₹3 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest']"
2013 Toyota Etios G,2013,-,Petrol,5 Seats,"1,50,000 Kms",Pimpri chinchwad,Second Owner,1496 cc,Manual,2013,1496 cc,88.73 bhp,Manual,,16.78 kmpl,Petrol,New Car Price ₹6.87 Lakh,₹2.70 Lakh ,[]
2015 Maruti Celerio VXI AT,Nov 2015,Comprehensive,Petrol,5 Seats,"26,000 Kms",Thane,First Owner,998 cc,Automatic,2015,998 cc,67.04 bhp,Automatic,,23.1 kmpl,Petrol,New Car Price ₹5.63 Lakh,₹3.50 Lakh Make Your Offer,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2019 Maruti Ciaz Alpha BSIV,2019,-,Petrol,5 Seats,"1,00,000 Kms",Pune,Second Owner,1462 cc,Manual,2019,1462 cc,103.25 bhp,Manual,,21.56 kmpl,Petrol,New Car Price ₹11.56 Lakh,₹7.51 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2014 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2014,-,Diesel,7 Seats,"1,50,000 Kms",Pune,First Owner,2494 cc,Manual,2014,2494 cc,100.6 bhp,Manual,,,Diesel,New Car Price ₹16.13 Lakh,₹11 Lakh ,"['Rear AC Vents', 'Tumble Fold Seats']"
2020 Maruti Eeco CNG 5 Seater AC,Nov 2020,-,CNG,5 Seats,"26,970 Kms",Pimpri chinchwad,First Owner,1196 cc,Manual,2020,1196 cc,61.68 bhp,Manual,,20.88 km/kg,CNG,New Car Price ₹6.70 Lakh,₹5.75 Lakh Make Your Offer,[]
2023 Tata Punch Creative AMT IRA BSVI,2023,-,Petrol,5 Seats,"40,000 Kms",Gwalior,First Owner,1199 cc,Automatic,2023,,,Automatic,,,,New Car Price ₹10.64 Lakh,₹7 Lakh ,[]
2014 Volkswagen Polo IPL II 1.2 Diesel Highline,2014,-,Diesel,5 Seats,"80,000 Kms",Kanpur,Third Owner,1199 cc,Manual,2014,,,Manual,,,,New Car Price ₹8.27 Lakh,₹4 Lakh ,[]
2018 Mahindra Bolero Power Plus ZLX,2018,-,Diesel,7 Seats,"90,000 Kms",Shivpuri,First Owner,1493 cc,Manual,2018,,,Manual,,,,New Car Price ₹10.39 Lakh,₹6.50 Lakh ,[]
2025 Maruti Alto 800 tour H1 (O),2025,-,Petrol,5 Seats,"1,000 Kms",Shivpuri,Second Owner,796 cc,Manual,2025,796 cc,67 bhp,Manual,,22.05 kmpl,Petrol,New Car Price ₹4.76 Lakh,₹4 Lakh ,"['Keyless Entry', 'Air Conditioner', 'Digital Odometer']"
2017 Skoda Superb Style 1.8 TSI MT,Mar 2018,Comprehensive,Petrol,5 Seats,"45,000 Kms",Mumbai,First Owner,1798 cc,Manual,2017,1798 cc,177.46 bhp,Manual,,14.12 kmpl,Petrol,New Car Price ₹30.90 Lakh,₹14.50 Lakh Make Your Offer,"['Leather Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Voice Commands', 'Air Purifier']"
2015 Maruti Alto K10 VXI,2015,-,Petrol,5 Seats,"65,000 Kms",Shivpuri,First Owner,998 cc,Manual,2015,998 cc,67.05 bhp,Manual,,23.95 kmpl,Petrol,New Car Price ₹4.58 Lakh,₹3 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2020 Maruti Ignis Sigma BSVI,Nov 2020,Third Party,Petrol,5 Seats,"28,000 Kms",Thane,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,Manual,,20.89 kmpl,Petrol,New Car Price ₹6.82 Lakh,₹4.75 Lakh Make Your Offer,['Air Conditioner']
2014 Hyundai EON Era Plus,2014,-,Petrol,5 Seats,"50,000 Kms",Indore,Third Owner,814 cc,Manual,2014,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.37 Lakh,₹2 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2019 Tata Nexon 1.2 Revotron XZ Plus,2019,-,Petrol,5 Seats,"40,000 Kms",Guna,First Owner,1198 cc,Manual,2019,1198 cc,108.5 bhp,Manual,FWD,17 kmpl,Petrol,New Car Price ₹10.73 Lakh,₹6 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox']"
2024 Maruti Wagon R VXI,2024,-,Petrol,5 Seats,"20,000 Kms",Shivpuri,First Owner,998 cc,Manual,2024,998 cc,65.71 bhp,Manual,,24.35 kmpl,Petrol,New Car Price ₹7.02 Lakh,₹5.50 Lakh ,['Android Auto/Apple CarPlay']
2024 Tata Curvv EV Empowered Plus A 55,2024,-,Electric,5 Seats,"20,000 Kms",Indore,First Owner,,Automatic,2024,,165 bhp,Automatic,,,,New Car Price ₹23.98 Lakh,₹19.50 Lakh ,"['Digital Instrument Cluster', 'Wireless Charging', 'Auto Dimming IRVM', 'Rear Camera', 'KeyLess Entry', 'Automatic Climate Control', 'Rear AC Vents', 'Air Purifier', 'Voice Commands', 'Cruise Control', 'Parking Sensors', 'Power Windows', 'Sunroof', 'Advanced Internet Features', 'ADAS']"
2015 Honda Amaze VX i-DTEC,2015,-,Diesel,5 Seats,"1,00,000 Kms",Dhar,Third Owner,1498 cc,Manual,2015,1498 cc,98.6 bhp,Manual,,25.8 kmpl,Diesel,New Car Price ₹9.03 Lakh,₹2.50 Lakh ,[]
2021 Toyota Yaris G Optional,2021,-,Petrol,5 Seats,"1,00,000 Kms",Gwalior,First Owner,1496 cc,Manual,2021,1496 cc,105.94 bhp,Manual,,17.1 kmpl,Petrol,New Car Price ₹11.17 Lakh,₹8.50 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay']"
2021 Tata Nexon XM S BSVI,2021,-,Petrol,5 Seats,"71,000 Kms",Shivpuri,First Owner,1199 cc,Manual,2021,1199 cc,118.35 bhp,Manual,,17.33 kmpl,Petrol,New Car Price ₹10.61 Lakh,₹7.62 Lakh ,['Parking Sensors']
2019 Maruti Vitara Brezza ZDi,2019,-,Diesel,5 Seats,"80,000 Kms",Shivpuri,First Owner,1248 cc,Manual,2019,1248 cc,88.5 bhp,Manual,FWD,24.3 kmpl,,New Car Price ₹10.27 Lakh,₹6.40 Lakh ,"['Automatic Climate Control', 'Air Purifier', 'Parking Sensors']"
2025 Mahindra Scorpio N Z8 Carbon Edition Diesel 4x4,2025,-,Diesel,7 Seats,"1,000 Kms",,Second Owner,2198 cc,Manual,2025,2198 cc,172.45 bhp,Manual,4WD,15.42 kmpl,Diesel,New Car Price ₹28.95 Lakh,₹15 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Sunroof']"
2018 Hyundai EON D Lite Plus,2018,-,Petrol,5 Seats,"49,000 Kms",Gwalior,First Owner,814 cc,Manual,2018,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.21 Lakh,₹2.30 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2021 Renault Kiger RXT,2021,-,Petrol,5 Seats,"30,000 Kms",Guna,First Owner,999 cc,Manual,2021,999 cc,71.01 bhp,Manual,,19.17 kmpl,Petrol,New Car Price ₹8.90 Lakh,₹6.50 Lakh ,"['Rear AC Vents', 'Air Purifier', 'Parking Sensors']"
2017 Volkswagen Polo GT TSI,2017,-,Petrol,5 Seats,"76,000 Kms",New Delhi,Second Owner,1197 cc,Automatic,2017,1197 cc,103.5 bhp,Automatic,,17.21 kmpl,Petrol,New Car Price ₹10.83 Lakh,₹6.50 Lakh ,['Automatic Climate Control']
2019 Maruti Eeco 7 Seater Standard BSIV,2019,-,Petrol,7 Seats,"80,000 Kms",Shivpuri,First Owner,1196 cc,Manual,2019,1196 cc,73 bhp,Manual,,15.37 kmpl,Petrol,New Car Price ₹4.81 Lakh,₹3.90 Lakh ,[]
2012 Maruti Swift VXI,2012,-,Petrol,5 Seats,"80,000 Kms",Gwalior,First Owner,1197 cc,Manual,2012,1197 cc,85.8 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹5.70 Lakh,₹3.50 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2019 Maruti Baleno 1.2 Delta,2019,-,Petrol,5 Seats,"80,000 Kms",Karauli,First Owner,1197 cc,Manual,2019,1197 cc,83.1 bhp,Manual,,21.4 kmpl,Petrol,New Car Price ₹7.11 Lakh,₹5.50 Lakh ,['Automatic Climate Control']
2021 Renault KWID RXL BSVI,2021,-,Petrol,5 Seats,"70,000 Kms",Dholpur,First Owner,799 cc,Manual,2021,799 cc,53.3 bhp,Manual,,25.17 kmpl,Petrol,New Car Price ₹4.85 Lakh,₹3.30 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity']"
2024 Maruti Dzire ZXI CNG,2024,-,CNG,5 Seats,"10,000 Kms",Gwalior,First Owner,1197 cc,Manual,2024,1197 cc,69 bhp,Manual,,33.73 km/kg,CNG,New Car Price ₹11.16 Lakh,₹9.10 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cup Holders', 'Android Auto/Apple CarPlay', 'Wireless Charging', 'Advanced Internet Features']"
2023 MG Astor Super MT,2023,-,Petrol,5 Seats,"20,000 Kms",Gwalior,First Owner,1498 cc,Manual,2023,1498 cc,108.49 bhp,Manual,2WD,15.43 kmpl,Petrol,New Car Price ₹14.47 Lakh,₹11.50 Lakh ,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2024 Tata Nexon Pure S Diesel,2024,-,Diesel,5 Seats,"30,000 Kms",Gwalior,First Owner,1497 cc,Manual,2024,1497 cc,113.31 bhp,Manual,FWD,23.23 kmpl,,New Car Price ₹13.30 Lakh,₹11.20 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Sunroof', 'Advanced Internet Features']"
2018 Hyundai i20 Active 1.2 S,2018,-,Petrol,5 Seats,"88,000 Kms",Ranchi,Second Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,Manual,,17.19 kmpl,Petrol,New Car Price ₹8.38 Lakh,₹3.70 Lakh ,"['Rear AC Vents', 'Lane Change Indicator', 'Rear Camera']"
2023 Maruti Ignis Zeta BSVI,2023,-,Petrol,5 Seats,"10,000 Kms",Jhansi,First Owner,1197 cc,Manual,2023,1197 cc,81.80 bhp,Manual,,20.89 kmpl,Petrol,New Car Price ₹7.89 Lakh,₹6.30 Lakh ,['Engine Start/Stop Button']
2019 Nissan Kicks XV D BSIV,2019,-,Diesel,5 Seats,"37,000 Kms",Gwalior,First Owner,1461 cc,Manual,2019,1461 cc,108.5 bhp,Manual,FWD,20.45 kmpl,Diesel,New Car Price ₹14.71 Lakh,₹8 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2015 Hyundai Xcent 1.2 Kappa S,2015,-,Petrol,5 Seats,"1,60,000 Kms",Jodhpur,First Owner,1197 cc,Manual,2015,1197 cc,82 bhp,Manual,,19.1 kmpl,Petrol,New Car Price ₹6.98 Lakh,₹3.50 Lakh ,"['Rear AC Vents', 'Parking Sensors']"
2017 Maruti Ertiga SHVS VDI,2017,-,Diesel,7 Seats,"1,20,000 Kms",Karauli,Second Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,Manual,,24.52 kmpl,Diesel,New Car Price ₹11.44 Lakh,₹6.80 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2018 Maruti Vitara Brezza VDi,2018,-,Diesel,5 Seats,"1,20,000 Kms",Guna,Second Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,Manual,FWD,24.3 kmpl,,New Car Price ₹9.60 Lakh,₹6 Lakh ,"['Air Purifier', 'Parking Sensors']"
2013 Mahindra Scorpio Gateway 2WD,2013,-,Diesel,5 Seats,"1,50,000 Kms",Dholpur,Third Owner,2609 cc,Manual,2013,2609 cc,115 bhp,Manual,RWD,13.5 kmpl,,New Car Price ₹10.53 Lakh,₹3 Lakh ,['Rear AC Vents']
2018 Maruti Baleno 1.2 Delta,2018,-,Petrol,5 Seats,"80,000 Kms",Jhansi,Second Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,Manual,,21.4 kmpl,Petrol,New Car Price ₹7.02 Lakh,₹5.50 Lakh ,['Automatic Climate Control']
2015 Hyundai Creta 1.6 CRDi SX,2015,-,Diesel,5 Seats,"1,00,000 Kms",Noida,Second Owner,1582 cc,Manual,2015,1582 cc,126.2 bhp,Manual,FWD,19.67 kmpl,,New Car Price ₹14.64 Lakh,₹5.70 Lakh ,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control']"
2017 Hyundai i20 Sportz 1.2,2017,-,Petrol,5 Seats,"1,50,000 Kms",Morena,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹8.03 Lakh,₹3.75 Lakh ,"['Rear AC Vents', 'Automatic Climate Control', 'Rear Camera']"
2016 Mahindra XUV500 R W10 FWD,2016,-,Diesel,7 Seats,"70,000 Kms",New Delhi,Second Owner,2179 cc,Manual,2016,2179 cc,140 bhp,Manual,FWD,16 kmpl,,New Car Price ₹20.51 Lakh,₹6.50 Lakh ,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control']"
2008 Maruti Wagon R VXI BS IV,2008,-,Petrol,5 Seats,"90,000 Kms",Agra,Fifth Owner,998 cc,Manual,2008,998 cc,67.1 bhp,Manual,,18.9 kmpl,Petrol,New Car Price ₹4.61 Lakh,₹80 Thousand ,"['Keyless Entry', 'Central Locking', 'Air Conditioner']"
2024 Tata Harrier Fearless Plus Dark,2024,-,Diesel,5 Seats,"40,000 Kms",Gwalior,First Owner,1956 cc,Manual,2024,1956 cc,167.62 bhp,Manual,FWD,16.8 kmpl,Diesel,New Car Price ₹30.30 Lakh,₹18 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control', '360 Degree Camera', 'Sunroof', 'ADAS']"
2010 Tata Indigo LX (TDI) BS III,2010,-,Diesel,5 Seats,"90,000 Kms",Bhopal,Second Owner,1396 cc,Manual,2010,1396 cc,69 bhp,Manual,,19.09 kmpl,Diesel,New Car Price ₹6.34 Lakh,₹1.10 Lakh ,[]
2017 Maruti Vitara Brezza VDi,2017,-,Diesel,5 Seats,"1,20,000 Kms",Jhansi,Third Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,Manual,FWD,24.3 kmpl,,New Car Price ₹9.43 Lakh,₹5.40 Lakh ,"['Air Purifier', 'Parking Sensors']"
2019 Tata Tigor 1.05 Revotorq XZ,2019,-,Diesel,5 Seats,"1,00,000 Kms",Agra,Second Owner,1047 cc,Manual,2019,,,Manual,,,,New Car Price ₹8.21 Lakh,₹4.50 Lakh ,[]
2022 Maruti Alto 800 VXI BSVI,2022,-,Petrol,5 Seats,"70,000 Kms",Lalitpur,First Owner,796 cc,Manual,2022,,,Manual,,,,New Car Price ₹5.02 Lakh,₹3.50 Lakh ,[]
2015 Tata Safari DICOR 2.2 EX 4x2,2015,-,Diesel,7 Seats,"1,00,000 Kms",Ghaziabad,Third Owner,2179 cc,Manual,2015,,,Manual,,,,New Car Price ₹12.45 Lakh,₹4.20 Lakh ,[]
2022 Tata Safari XZA AT BSVI,2022,-,Diesel,7 Seats,"80,000 Kms",Dholpur,First Owner,1956 cc,Automatic,2022,,,Automatic,,,,New Car Price ₹26.08 Lakh,₹17 Lakh ,[]
2018 Maruti Baleno 1.2 Delta,2018,-,Petrol,5 Seats,"90,000 Kms",Jhansi,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,Manual,,21.4 kmpl,Petrol,New Car Price ₹6.99 Lakh,₹5 Lakh ,['Automatic Climate Control']
2022 Maruti Swift Dzire VXI CNG BSVI,2022,-,CNG,5 Seats,"40,000 Kms",Gwalior,First Owner,1197 cc,Manual,2022,1197 cc,76.43 bhp,Manual,,31.12 km/kg,CNG,New Car Price ₹9.49 Lakh,₹6.20 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay']"
2018 Hyundai Verna CRDi 1.6 EX,2018,-,Diesel,5 Seats,"1,20,000 Kms",baran,First Owner,1582 cc,Manual,2018,,,Manual,,,,New Car Price ₹12.68 Lakh,₹7.25 Lakh ,[]
2021 Maruti Vitara Brezza VXI,2021,-,Petrol,5 Seats,"80,000 Kms",Jhansi,First Owner,1462 cc,Manual,2021,1462 cc,103.26 bhp,Manual,FWD,17.03 kmpl,Petrol,New Car Price ₹10.09 Lakh,₹9 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2014 Maruti Swift Dzire VXI,2014,-,Petrol,5 Seats,"1,00,000 Kms",Jhansi,Second Owner,1197 cc,Manual,2014,1197 cc,85.8 bhp,Manual,,19.1 kmpl,Petrol,New Car Price ₹6.42 Lakh,₹3.20 Lakh ,[]
2008 Maruti Swift Ldi BSII,2008,-,Diesel,5 Seats,"94,000 Kms",Kanpur,Fifth Owner,1248 cc,Manual,2008,,,Manual,,,,New Car Price ₹5.62 Lakh,₹1.30 Lakh ,[]
2016 Honda City i DTec VX Option,2016,-,Diesel,5 Seats,"1,50,000 Kms",Jhansi,First Owner,1498 cc,Manual,2016,1498 cc,98.6 bhp,Manual,,26 kmpl,Diesel,New Car Price ₹14.70 Lakh,₹5 Lakh ,"['Leather Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Air Purifier']"
2016 Tata Safari Storme EX,2016,-,Diesel,7 Seats,"1,00,000 Kms",Jhansi,First Owner,2179 cc,Manual,2016,,,Manual,,,,New Car Price ₹15.43 Lakh,₹6 Lakh ,[]
2014 Maruti Swift ZXI BSIV,2014,-,Petrol,5 Seats,"70,000 Kms",Gwalior,Second Owner,1197 cc,Manual,2014,,,Manual,,,,New Car Price ₹7.64 Lakh,₹4.50 Lakh ,[]
2023 Maruti Baleno Delta,2023,-,Petrol,5 Seats,"40,000 Kms",Lucknow,First Owner,1197 cc,Manual,2023,,,Manual,,,,New Car Price ₹8.94 Lakh,₹7.50 Lakh ,[]
2015 Renault Lodgy 85PS RxZ,Aug 2015,-,Diesel,8 Seats,"1,19,000 Kms",Pimpri chinchwad,First Owner,1461 cc,Manual,2015,,,Manual,,,,New Car Price ₹13.37 Lakh,₹4.75 Lakh Make Your Offer,[]
2016 Mahindra XUV500 W4,2016,-,Diesel,7 Seats,"1,20,000 Kms",Ahmednagar,First Owner,2179 cc,Manual,2016,2179 cc,140 bhp,Manual,FWD,16 kmpl,,New Car Price ₹15.39 Lakh,₹7.50 Lakh ,['Height Adjustable Driver Seat']
2017 Honda City i VTEC VX,2017,-,Petrol,5 Seats,"90,000 Kms",Gwalior,First Owner,1497 cc,Manual,2017,1497 cc,117.3 bhp,Manual,,17.8 kmpl,Petrol,New Car Price ₹13.24 Lakh,₹7 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2013 Maruti Ertiga VDI,2013,-,Diesel,7 Seats,"1,20,000 Kms",Jhansi,Second Owner,1248 cc,Manual,2013,1248 cc,88.76 bhp,Manual,,20.77 kmpl,Diesel,New Car Price ₹9.44 Lakh,₹3.50 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2018 Maruti Baleno 1.2 Sigma,2018,-,Petrol,5 Seats,"90,000 Kms",Bhopal,Third Owner,1197 cc,Manual,2018,,,Manual,,,,New Car Price ₹6.15 Lakh,₹4.90 Lakh ,[]
2021 Hyundai Venue SX Turbo iMT,2021,-,Petrol,5 Seats,"43,000 Kms",Mumbai,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,Manual,FWD,18 kmpl,Petrol,New Car Price ₹11.97 Lakh,₹8 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox', 'Cruise Control']"
2016 Hyundai Verna 1.6 VTVT S,2016,-,Petrol,5 Seats,"60,000 Kms",Pune,Second Owner,1591 cc,Manual,2016,1591 cc,121.3 bhp,Manual,,17.01 kmpl,Petrol,New Car Price ₹10.41 Lakh,₹7 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2014 Ford Ecosport 1.5 DV5 MT Titanium,2014,-,Diesel,5 Seats,"1,60,000 Kms",Pune,Second Owner,1498 cc,Manual,2014,,,Manual,,,,New Car Price ₹12.04 Lakh,₹4.21 Lakh ,[]
2018 Mahindra TUV 300 T10,Feb 2018,Comprehensive,Diesel,7 Seats,"35,000 Kms",Chennai,First Owner,1493 cc,Manual,2018,1493 cc,100 bhp,Manual,RWD,18.49 kmpl,,New Car Price ₹11.79 Lakh,₹8.90 Lakh Make Your Offer,[]
2015 Maruti Alto 800 LXI,2015,-,Petrol,5 Seats,"1,30,000 Kms",shrirampur,First Owner,796 cc,Manual,2015,796 cc,47.3 bhp,Manual,,22.74 kmpl,Petrol,New Car Price ₹3.70 Lakh,₹2.50 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2017 Maruti Swift Dzire VDI,2017,-,Diesel,5 Seats,"11,000 Kms",,First Owner,1248 cc,Manual,2017,1248 cc,74 bhp,Manual,,26.59 kmpl,Diesel,New Car Price ₹8.38 Lakh,₹7 Lakh ,[]
2013 Maruti Swift Dzire ZDI,2013,-,Diesel,5 Seats,"1,60,000 Kms",shrirampur,Fifth Owner,1248 cc,Manual,2013,1248 cc,74 bhp,Manual,,23.4 kmpl,Diesel,New Car Price ₹8.97 Lakh,₹4.50 Lakh ,['Automatic Climate Control']
2014 Maruti Alto 800 LXI,2014,-,Petrol,5 Seats,"89,000 Kms",shrirampur,Second Owner,796 cc,Manual,2014,796 cc,47.3 bhp,Manual,,22.74 kmpl,Petrol,New Car Price ₹3.70 Lakh,₹2.40 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2021 Hyundai Venue SX Turbo iMT,2021,-,Petrol,5 Seats,"50,000 Kms",Mumbai,First Owner,998 cc,Manual,2021,,,Manual,,,,New Car Price ₹11.97 Lakh,₹8.50 Lakh ,[]
2018 Volkswagen Vento 1.6 Highline,Jan 2019,Comprehensive,Petrol,5 Seats,"40,000 Kms",Melur,First Owner,1598 cc,Manual,2018,1598 cc,103.2 bhp,Manual,,16.09 kmpl,Petrol,New Car Price ₹11.97 Lakh,₹7.95 Lakh Make Your Offer,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2018 Maruti Swift Dzire VXI 1.2,Jun 2018,Third Party,Petrol,5 Seats,"63,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2018,1197 cc,81.80 bhp,Manual,,21.21 kmpl,Petrol,New Car Price ₹7.91 Lakh,₹6.40 Lakh Make Your Offer,"['Rear AC Vents', 'Parking Sensors']"
2013 Maruti Swift Dzire VDI,2013,-,Diesel,5 Seats,"1,60,000 Kms",Siddharthnagar,Third Owner,1248 cc,Manual,2013,1248 cc,74 bhp,Manual,,23.4 kmpl,Diesel,New Car Price ₹7.66 Lakh,₹3 Lakh ,[]
2022 Maruti S-Presso VXi Plus BSVI,2022,-,Petrol,5 Seats,"30,000 Kms",Siddharthnagar,First Owner,998 cc,Manual,2022,998 cc,65.71 bhp,Manual,,24.76 kmpl,Petrol,New Car Price ₹6.21 Lakh,₹3.90 Lakh ,['Android Auto/Apple CarPlay']
2013 Maruti A-Star Vxi,2013,-,Petrol,5 Seats,"73,000 Kms",,First Owner,998 cc,Manual,2013,998 cc,66.1 bhp,Manual,,19 kmpl,Petrol,New Car Price ₹4.71 Lakh,₹2.50 Lakh ,"['Central Locking', 'Air Conditioner', 'Height Adjustable Driver Seat']"
2022 Maruti Swift Dzire VXI AT BSVI,2022,-,Petrol,5 Seats,"80,000 Kms",Siddharthnagar,First Owner,1197 cc,Automatic,2022,1197 cc,88.50 bhp,Automatic,,22.61 kmpl,Petrol,New Car Price ₹9.05 Lakh,₹5.70 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay']"
2022 Maruti Ertiga ZXI,Jul 2022,Comprehensive,Petrol,7 Seats,"58,000 Kms",Ramanathapuram,Second Owner,1462 cc,Manual,2022,1462 cc,103.26 bhp,Manual,,19.01 kmpl,Petrol,New Car Price ₹11.38 Lakh,₹11.38 Lakh Make Your Offer,"['Parking Sensors', 'Automatic Climate Control', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
