Brand_ID,Model_ID,Segment_ID,Vehicle_Name,Year_of_Manufacture,Vehicle_Age,Insurance,Fuel_Type,Seats_Capacity,Kms_Driven,RTO_Location,Ownership,Engine_Displacement,Transmission,Power_BHP,Drive_Type,Mileage_By_Fuel_Type,New_Vehicle_Price_Lakh,Vehicle_Price_Lakh,Depreciation_Percentage,Other_Features,Value_For_Money_Score
2,562,1,Elantra,2014,11,Expired,Diesel,5,150000,Mangalore,Second Owner,1582.0,Manual,126.24,Unknown,22.7,16.86,6.76,59.91,Automatic Climate Control | Air Purifier,5.6
2,12,3,Creta,2021,4,Expired,Diesel,5,102000,Unknown,Second Owner,1493.0,Manual,113.98,Unknown,,14.67,11.1,24.34,Rear AC Vents | Parking Sensors,7.6
4,429,2,Nano,2015,10,Expired,Petrol,5,90000,Sirsi,Third Owner,624.0,Manual,37.5,Unknown,25.4,3.03,1.3,57.1,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity,6.4
6,105,2,Alto,2023,2,Expired,Petrol,5,20000,Indore,First Owner,998.0,Manual,,Unknown,,5.99,5.3,11.52,No_Features,10.0
6,150,2,S-Presso,2020,5,Expired,Petrol,5,20000,Ujjain,First Owner,998.0,Manual,,Unknown,,5.42,3.42,36.9,No_Features,8.6
2,140,2,i10,2010,15,Expired,Petrol,5,100000,Indore,Third Owner,1197.0,Manual,,Unknown,,5.11,1.55,69.67,No_Features,5.0
2,296,1,Xcent,2017,8,Expired,Diesel,5,80000,Ujjain,Second Owner,1186.0,Manual,,Unknown,,7.81,3.7,52.62,No_Features,6.6
2,184,3,Creta,2017,8,Expired,Diesel,5,90000,Indore,First Owner,1582.0,Manual,126.2,FWD,19.67,16.12,9.5,41.07,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,6.8
6,1160,4,Ertiga,2024,1,Expired,CNG,7,40000,Ujjain,First Owner,1462.0,Manual,86.63,Unknown,,14.17,12.0,15.31,Touchscreen | Parking Sensors | Automatic Climate Control | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,10.0
2,1190,2,EON,2015,10,Expired,LPG,5,150000,Udupi,First Owner,814.0,Manual,55.2,Unknown,21.1,5.08,2.0,60.63,Central Locking | Air Conditioner | Digital Odometer,5.6
6,1637,4,Omni,2000,25,Expired,Petrol,8,120000,Udupi,Second Owner,796.0,Manual,,Unknown,,2.63,0.85,67.68,No_Features,4.8
4,1001,1,Manza,2011,14,Expired,Diesel,5,150000,Indore,Third Owner,1248.0,Manual,,Unknown,18.8,7.43,0.8,89.23,No_Features,4.6
5,1705,3,Scorpio,2013,12,Expired,Diesel,8,150000,Indore,First Owner,2523.0,Manual,,Unknown,,9.52,5.1,46.43,No_Features,5.8
6,369,2,Swift,2007,18,Expired,Petrol,5,110338,Udupi,Fifth Owner,1298.0,Manual,,Unknown,16.1,4.79,1.3,72.86,Central Locking | Air Conditioner | Digital Odometer,4.4
5,1638,4,Xylo,2012,13,Expired,Diesel,8,160000,Indore,First Owner,2498.0,Manual,112.0,Unknown,11.68,11.19,2.0,82.13,Parking Sensors | Rear AC Vents | Tumble Fold Seats,4.6
6,105,2,Alto,2014,11,Expired,Petrol,5,70000,Gwalior,Third Owner,998.0,Manual,67.1,Unknown,20.92,3.59,1.5,58.22,Air Conditioner,5.8
4,5,2,Tiago,2021,4,Expired,Petrol,5,30000,Bangalore,First Owner,1199.0,Manual,84.82,Unknown,19.01,8.49,6.0,29.33,Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,8.6
2,97,2,Grand,2017,8,Expired,Petrol,5,62000,Udupi,First Owner,1197.0,Manual,81.86,Unknown,18.9,7.96,5.0,37.19,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Rear Camera,7.6
8,877,1,City,2017,8,Expired,Petrol,5,70000,Ujjain,First Owner,1497.0,Automatic,117.3,Unknown,18.0,14.57,6.5,55.39,Leather Seats | Height Adjustable Driver Seat | Automatic Climate Control | Air Purifier,6.8
6,971,2,Swift,2019,6,Expired,Petrol,5,100000,Ujjain,Second Owner,1197.0,Manual,81.8,Unknown,19.95,6.84,5.0,26.9,Parking Sensors | Android Auto/Apple CarPlay,8.0
2,87,2,Grand,2017,8,Expired,Petrol,5,70000,Ujjain,First Owner,1197.0,Manual,82.0,Unknown,18.9,6.7,4.9,26.87,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,7.6
4,397,2,Indica,2011,14,Expired,Diesel,5,100000,Ujjain,Second Owner,1405.0,Manual,70.0,Unknown,19.4,5.48,0.9,83.58,Air Conditioner,5.2
4,186,3,Punch,2021,4,Expired,Petrol,5,80000,Indore,First Owner,1199.0,Manual,86.63,Unknown,20.09,8.72,6.0,31.19,Parking Sensors | Cruise Control,8.2
4,854,3,Nexon,2020,5,Expired,Diesel,5,60000,Ujjain,Second Owner,1497.0,Manual,113.42,Unknown,23.22,11.48,5.9,48.61,Parking Sensors,7.2
10,1639,3,Trailblazer,2017,8,Expired,Diesel,7,90000,Ujjain,First Owner,2776.0,Automatic,197.2,RWD,11.45,30.43,7.5,75.35,Powered Front Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Cruise Control,6.0
5,1254,3,XUV700,2023,2,Expired,Diesel,7,29000,Udupi,Second Owner,2198.0,Automatic,182.38,FWD,17.19,31.34,24.5,21.83,Powered Front Seats | Automatic Climate Control | Drive Modes | Cruise Control | 360 Degree Camera,9.0
2,68,3,Venue,2023,2,Expired,Petrol,5,10000,Ujjain,First Owner,1197.0,Manual,82.0,FWD,20.36,11.28,9.5,15.78,Rear AC Vents | Parking Sensors | Advanced Internet Features,10.0
6,207,2,Wagon,2014,11,Expired,Petrol,5,50000,Indore,Second Owner,998.0,Manual,,Unknown,,5.14,3.0,41.63,No_Features,6.4
12,178,3,Sonet,2024,1,Expired,Diesel,5,40000,Ujjain,First Owner,1493.0,Manual,,Unknown,,14.12,12.0,15.01,No_Features,10.0
10,1705,1,Cruze,2009,16,Expired,Diesel,5,50000,Indore,Second Owner,1991.0,Manual,,Unknown,,16.84,2.0,88.12,No_Features,5.6
2,1705,2,i20,2010,15,Expired,Petrol,5,100000,Mumbai,Third Owner,1197.0,Manual,,Unknown,,5.82,1.55,73.37,No_Features,5.0
5,1027,3,KUV,2016,9,Expired,Petrol,6,89000,Ujjain,Second Owner,1198.0,Manual,,Unknown,,7.2,3.5,51.39,No_Features,6.6
17,1640,3,Kiger,2021,4,Expired,Petrol,5,48000,Ujjain,Third Owner,999.0,Automatic,71.01,FWD,19.03,8.15,5.2,36.2,Rear AC Vents | Parking Sensors,8.2
18,424,3,Magnite,2022,3,Expired,Petrol,5,98000,Indore,First Owner,999.0,Manual,71.02,Unknown,18.75,6.76,5.0,26.04,Parking Sensors,8.8
6,293,2,S-Presso,2024,1,Expired,Petrol,5,10000,Ujjain,First Owner,998.0,Manual,65.71,Unknown,24.76,6.21,4.5,27.54,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity | Touchscreen | Steering Mounted Controls,9.2
6,113,2,Alto,2021,4,Expired,Petrol,5,90000,Dewas,First Owner,796.0,Manual,47.33,Unknown,22.05,5.01,3.6,28.14,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity,8.2
6,168,2,Ignis,2020,5,Expired,Petrol,5,40000,Ujjain,First Owner,1197.0,Manual,81.8,Unknown,20.89,6.64,4.0,39.76,Air Conditioner,8.6
4,253,1,Tigor,2018,7,Expired,Petrol,5,110000,Ujjain,Second Owner,1199.0,Manual,84.0,Unknown,20.3,6.67,3.5,47.53,Parking Sensors,6.2
2,865,1,Verna,2020,5,Expired,Diesel,5,168000,jhalawar,First Owner,1582.0,Manual,126.2,Unknown,22.0,15.49,9.0,41.9,Leather Seats | Ventilated Seats | Height Adjustable Driver Seat | Automatic Climate Control | Voice Commands | Air Purifier,6.6
6,1705,2,Baleno,2020,5,Expired,Petrol,5,50000,Unknown,First Owner,1197.0,Manual,81.8,Unknown,21.01,6.98,5.5,21.2,Android Auto/Apple CarPlay,8.6
6,20,2,Wagon,2009,16,Expired,Petrol,5,115000,Bhopal,Third Owner,1061.0,Manual,67.0,Unknown,18.9,4.11,1.21,70.56,Central Locking | Air Conditioner,4.6
6,60,2,Swift,2020,5,Expired,Petrol,5,16000,Unknown,First Owner,1197.0,Manual,81.8,Unknown,21.21,7.7,6.5,15.58,Rear AC Vents | Parking Sensors,9.4
6,1355,2,Zen,2008,17,Expired,Petrol,5,75000,Pune,Second Owner,1061.0,Manual,64.0,Unknown,18.2,4.02,1.0,75.12,Air Conditioner | Digital Odometer,5.2
6,60,2,Swift,2020,5,Expired,Petrol,5,17000,Unknown,First Owner,1197.0,Manual,81.8,Unknown,21.21,7.7,6.5,15.58,Rear AC Vents | Parking Sensors,9.4
2,389,2,Grand,2018,7,Expired,Petrol,5,73000,Dewas,Second Owner,1197.0,Manual,81.86,Unknown,18.9,6.7,4.0,40.3,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,6.6
5,8,3,XUV500,2016,9,Expired,Diesel,7,150000,Agar Malwa,Third Owner,2179.0,Manual,140.0,FWD,16.0,20.51,6.0,70.75,Powered Front Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Cruise Control,5.2
6,168,2,Ignis,2020,5,Expired,Petrol,5,42000,Unknown,First Owner,1197.0,Manual,81.8,Unknown,20.89,6.64,4.0,39.76,Air Conditioner,8.6
9,1361,3,Ecosport,2017,8,Expired,Diesel,5,78000,Unknown,Second Owner,1498.0,Manual,98.96,FWD,23.0,12.83,5.0,61.03,Automatic Climate Control | Parking Sensors | Cruise Control,5.8
6,1511,2,Swift,2009,16,Expired,Diesel,5,145000,Ujjain,Third Owner,1248.0,Manual,,Unknown,,5.62,1.3,76.87,No_Features,4.6
4,1581,1,Indigo,2016,9,Expired,Diesel,5,36000,Unknown,First Owner,1396.0,Manual,69.0,Unknown,19.09,6.08,1.8,70.39,No_Features,6.4
5,1641,3,TUV,2018,7,Expired,Diesel,9,98000,Ujjain,First Owner,2179.0,Manual,120.0,RWD,18.49,11.58,6.5,43.87,Parking Sensors,6.8
6,84,2,Alto,2016,9,Expired,Petrol,5,80000,Jabalpur,Second Owner,796.0,Manual,47.3,Unknown,24.7,4.09,2.8,31.54,Air Conditioner | Digital Odometer,7.4
6,123,4,Ertiga,2022,3,Third Party,CNG,7,44000,kalyan,First Owner,1462.0,Manual,,Unknown,,11.88,10.85,8.67,No_Features,10.0
6,438,4,Ertiga,2021,4,Expired,CNG,7,63000,panvel,First Owner,1462.0,Manual,,Unknown,,11.05,10.25,7.24,No_Features,9.0
6,438,4,Ertiga,2020,5,Expired,CNG,7,41000,panvel,First Owner,1462.0,Manual,,Unknown,,11.05,9.75,11.76,No_Features,9.4
5,59,3,Thar,2022,3,Expired,Diesel,4,17000,kalyan,First Owner,2184.0,Manual,,Unknown,,18.52,14.75,20.36,No_Features,9.2
6,1705,2,A-Star,2012,13,Expired,Petrol,5,72000,Mumbai,First Owner,998.0,Manual,,Unknown,,4.56,2.45,46.27,No_Features,6.2
2,157,3,Creta,2021,4,Comprehensive,Diesel,5,57000,Mumbai,First Owner,1493.0,Manual,,Unknown,,19.48,14.95,23.25,No_Features,8.2
6,346,3,Vitara,2018,7,Comprehensive,Diesel,5,55000,Mumbai,First Owner,1248.0,Automatic,,Unknown,,11.18,8.75,21.74,No_Features,7.6
2,87,2,Grand,2015,10,Comprehensive,Petrol,5,24000,Thane,First Owner,1197.0,Manual,,Unknown,,7.03,4.25,39.54,No_Features,8.0
6,74,2,Baleno,2018,7,Expired,Petrol,5,34000,Mumbai,First Owner,1197.0,Manual,,Unknown,,7.21,6.25,13.31,No_Features,8.8
6,84,2,Alto,2016,9,Expired,Petrol,5,125000,Unknown,First Owner,796.0,Manual,47.3,Unknown,24.7,3.43,0.91,73.47,Air Conditioner | Digital Odometer,5.6
2,74,2,i20,2010,15,Expired,Petrol,5,1000001,Unknown,Third Owner,1197.0,Manual,,Unknown,,5.68,1.2,78.87,No_Features,4.2
12,838,3,Seltos,2021,4,Comprehensive,Diesel,5,69000,Mumbai,First Owner,1493.0,Manual,113.43,FWD,20.8,14.82,10.75,27.46,Height Adjustable Driver Seat,8.2
1,658,4,Innova,2017,8,Expired,Diesel,7,160000,Mumbai,First Owner,2755.0,Automatic,171.5,Unknown,,21.03,16.75,20.35,Rear AC Vents | Tumble Fold Seats,6.8
6,123,4,Ertiga,2017,8,Comprehensive,CNG,7,73000,Thane,First Owner,1373.0,Manual,80.46,Unknown,17.5,9.46,7.5,20.72,Parking Sensors | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,7.6
6,108,2,Celerio,2016,9,Comprehensive,Petrol,5,30000,Mumbai,First Owner,998.0,Automatic,67.04,Unknown,23.1,5.97,3.9,34.67,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,8.0
12,730,3,Seltos,2021,4,Comprehensive,Petrol,5,61000,kalyan,First Owner,1353.0,Manual,,Unknown,,20.4,15.6,23.53,No_Features,8.2
17,241,4,Triber,2020,5,Expired,Petrol,7,90000,Unknown,First Owner,999.0,Manual,72.0,Unknown,20.0,6.31,4.5,28.68,Parking Sensors | Rear AC Vents | Rear Charging Sockets,8.2
1,214,4,Innova,2016,9,Comprehensive,Diesel,7,108000,Nanded,First Owner,2755.0,Automatic,171.5,Unknown,,27.15,15.75,41.99,Engine Start/Stop Button | Cruise Control | Automatic Climate Control | Rear AC Vents,6.4
6,1705,1,Dzire,2025,0,Expired,Petrol,5,1000,Unknown,First Owner,1197.0,Manual,80.0,Unknown,24.79,7.76,5.0,35.57,Parking Sensors | Cup Holders | Android Auto/Apple CarPlay | Advanced Internet Features,9.2
6,60,2,Swift,2018,7,Expired,Petrol,5,52000,Thane,First Owner,1197.0,Manual,,Unknown,,7.91,4.85,38.69,No_Features,7.6
6,20,2,Wagon,2023,2,Third Party,CNG,5,21000,kalyan,First Owner,998.0,Manual,55.92,Unknown,34.05,7.46,5.9,20.91,Android Auto/Apple CarPlay,9.2
6,1705,2,Baleno,2019,6,Comprehensive,Petrol,5,41000,kalyan,First Owner,1197.0,Manual,81.8,Unknown,21.01,9.82,6.25,36.35,Engine Start/Stop Button | Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,8.6
6,19,2,Swift,2017,8,Comprehensive,Petrol,5,49000,Mumbai,First Owner,1197.0,Manual,83.14,Unknown,20.85,8.52,5.75,32.51,Engine Start/Stop Button | Automatic Climate Control | Parking Sensors,8.0
6,207,2,Wagon,2014,11,Expired,Petrol,5,24000,Thane,First Owner,998.0,Manual,67.04,Unknown,20.51,5.27,2.95,44.02,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,6.6
12,1642,4,Carens,2022,3,Expired,Diesel,7,30000,kalyan,First Owner,1493.0,Automatic,114.41,Unknown,,22.42,20.0,10.79,Engine Start/Stop Button | Cruise Control | Paddle Shifters | Automatic Climate Control | Rear AC Vents | Rear Charging Sockets | Tumble Fold Seats,10.0
4,273,1,Tigor,2021,4,Expired,Electric,5,45000,Mumbai,First Owner,,Automatic,73.75,Unknown,,13.62,6.0,55.95,Rear Camera | KeyLess Entry | Automatic Climate Control | Voice Commands | Parking Sensors,7.8
14,305,3,Astor,2022,3,Expired,Petrol,5,20000,kalyan,First Owner,1498.0,Manual,108.49,Unknown,15.43,17.79,11.0,38.17,Powered Front Seats | Automatic Climate Control | Cruise Control | 360 Degree Camera,9.2
6,1291,2,Swift,2018,7,Expired,Diesel,5,73000,kalyan,First Owner,1248.0,Automatic,74.02,Unknown,28.4,11.23,6.75,39.89,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,7.6
1,1643,4,Innova,2018,7,Comprehensive,Diesel,8,47000,kalyan,First Owner,2393.0,Manual,147.51,Unknown,,21.1,16.95,19.67,Rear AC Vents | Rear Charging Sockets | Tumble Fold Seats,8.8
6,1705,2,Ritz,2014,11,Expired,Petrol,5,30000,kalyan,Second Owner,1197.0,Manual,,Unknown,,6.06,2.05,66.17,No_Features,5.6
2,518,3,Creta,2017,8,Expired,Petrol,5,40000,kalyan,Second Owner,1591.0,Manual,121.3,FWD,13.0,13.73,7.5,45.38,Automatic Climate Control | Rear AC Vents | Air Purifier | Parking Sensors,7.0
2,778,2,i20,2015,10,Expired,Petrol,5,40000,kalyan,First Owner,1197.0,Manual,,Unknown,,8.6,4.69,45.47,No_Features,7.2
17,425,2,KWID,2018,7,Expired,Petrol,5,40000,Navi Mumbai,First Owner,999.0,Manual,,Unknown,,5.29,3.0,43.29,No_Features,7.2
6,20,2,Wagon,2014,11,Expired,CNG,5,120000,Mumbai,Second Owner,998.0,Manual,,Unknown,,5.39,3.0,44.34,No_Features,5.6
2,451,6,IONIQ,2024,1,Comprehensive,Electric,5,11000,Thane,First Owner,,Automatic,,Unknown,,49.04,36.75,25.06,No_Features,9.2
6,141,4,Ertiga,2023,2,Expired,Petrol,7,73000,kalyan,First Owner,1462.0,Manual,101.64,Unknown,20.51,13.13,11.0,16.22,Touchscreen | Parking Sensors | Automatic Climate Control | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,9.6
17,227,1,Fluence,2014,11,Expired,Diesel,5,94000,Chennai,First Owner,1461.0,Manual,108.45,Unknown,20.4,18.5,3.0,83.78,Height Adjustable Driver Seat | Automatic Climate Control | Air Purifier,5.4
4,1494,3,Nexon,2024,1,Expired,Electric,5,10000,kalyan,First Owner,,Automatic,,Unknown,,16.1,15.0,6.83,No_Features,10.0
2,75,2,Grand,2022,3,Expired,Petrol,5,30000,kalyan,First Owner,1197.0,Manual,81.86,Unknown,20.7,8.05,6.0,25.47,Rear AC Vents | Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,9.2
8,99,2,Jazz,2019,6,Comprehensive,Petrol,5,46000,Mumbai,First Owner,1199.0,Automatic,88.7,Unknown,18.2,10.27,5.75,44.01,Engine Start/Stop Button | Automatic Climate Control | Lane Change Indicator | Rear Camera,7.8
3,244,1,Ameo,2017,8,Expired,Petrol,5,50000,Haridwar,Second Owner,1198.0,Manual,73.75,Unknown,17.0,8.1,3.8,53.09,Automatic Climate Control | Parking Sensors,7.0
5,526,3,Scorpio,2011,14,Expired,Diesel,7,80000,Tiruvallur,Fifth Owner,2179.0,Manual,120.0,2WD,12.05,13.38,4.0,70.1,Rear AC Vents | Air Purifier | Parking Sensors | Cruise Control,4.8
5,1705,3,Bolero,2019,6,Expired,Diesel,7,100000,Katni,First Owner,2523.0,Manual,62.1,RWD,15.96,10.95,6.0,45.21,No_Features,7.4
8,132,3,WR-V,2017,8,Expired,Diesel,5,90000,Shimla,First Owner,1498.0,Manual,98.6,FWD,25.5,11.75,4.25,63.83,Automatic Climate Control | Air Purifier | Parking Sensors | Cruise Control,6.0
2,75,2,Grand,2022,3,Expired,Petrol,5,36000,Katni,First Owner,1197.0,Manual,81.86,Unknown,20.7,7.25,5.0,31.03,Rear AC Vents | Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,9.2
8,28,1,City,2017,8,Expired,Petrol,5,65000,Una,First Owner,1497.0,Manual,117.3,Unknown,17.8,10.71,7.0,34.64,Automatic Climate Control | Rear AC Vents,7.6
6,610,1,SX4,2009,16,Expired,Petrol,5,80000,Chandigarh,First Owner,1586.0,Manual,103.3,Unknown,15.5,9.0,1.5,83.33,Automatic Climate Control,5.4
2,157,3,Creta,2021,4,Expired,Diesel,5,100000,Una,First Owner,1493.0,Manual,113.45,Unknown,18.0,18.34,14.0,23.66,Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control,8.2
4,1705,2,Tiago,2023,2,Expired,Petrol,5,30000,Una,First Owner,1199.0,Manual,84.48,Unknown,19.01,7.09,6.0,15.37,Android Auto/Apple CarPlay,10.0
10,1705,2,Beat,2017,8,Expired,Petrol,5,76000,Una,First Owner,1199.0,Manual,76.8,Unknown,17.8,4.78,2.0,58.16,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Height Adjustable Driver Seat,6.8
8,46,1,Amaze,2015,10,Expired,Petrol,5,79000,amb,First Owner,1198.0,Manual,86.7,Unknown,18.0,7.9,4.1,48.1,No_Features,6.8
5,206,3,XUV300,2021,4,Expired,Petrol,5,81000,amb,First Owner,1197.0,Manual,108.62,Unknown,16.82,11.85,8.0,32.49,Automatic Climate Control | Parking Sensors | Cruise Control,8.2
6,19,2,Swift,2015,10,Expired,Diesel,5,217000,Veraval,First Owner,1248.0,Manual,74.0,Unknown,26.59,7.99,3.5,56.2,No_Features,6.0
6,74,2,Baleno,2017,8,Expired,Petrol,5,118000,amb,First Owner,1197.0,Manual,83.1,Unknown,21.4,7.55,4.5,40.4,Engine Start/Stop Button | Automatic Climate Control,6.4
5,1027,3,KUV,2017,8,Expired,Petrol,6,72000,Surat,Second Owner,1198.0,Manual,82.0,FWD,18.15,6.2,2.4,61.29,Cooled Glovebox,5.8
6,84,2,Alto,2017,8,Third Party,Petrol,5,78000,Vadodara,Second Owner,796.0,Manual,47.3,Unknown,24.7,4.02,2.35,41.54,Air Conditioner | Digital Odometer,6.6
6,971,2,Swift,2021,4,Third Party,Petrol,5,65000,Ahmedabad,First Owner,1197.0,Manual,81.8,Unknown,19.95,6.72,6.5,3.27,Parking Sensors | Android Auto/Apple CarPlay,9.0
4,229,1,Zest,2016,9,Expired,Petrol,5,67000,Rampur Bushahr,Second Owner,1193.0,Manual,88.7,Unknown,17.57,6.57,2.4,63.47,No_Features,5.8
2,1644,2,i20,2009,16,Expired,Diesel,5,110000,amb,Second Owner,1396.0,Manual,,Unknown,23.0,8.18,2.0,75.55,Rear AC Vents | Automatic Climate Control,4.8
12,525,4,Carens,2023,2,Expired,Petrol,7,24000,Veraval,First Owner,1497.0,Manual,113.42,Unknown,,11.68,10.0,14.38,Parking Sensors | Rear AC Vents | Rear Charging Sockets | Tumble Fold Seats,10.0
2,417,1,Aura,2020,5,Comprehensive,Petrol,5,72320,Surat,First Owner,1197.0,Automatic,81.86,Unknown,20.1,9.41,6.25,33.58,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors | Android Auto/Apple CarPlay | Wireless Charging,8.2
6,828,2,Swift,2010,15,Expired,Diesel,5,160000,Diu,Second Owner,1248.0,Manual,,Unknown,,7.44,1.6,78.49,No_Features,4.4
19,1645,3,Compass,2019,6,Expired,Diesel,5,120000,amreli,First Owner,1956.0,Manual,,Unknown,,20.22,11.0,45.6,No_Features,7.0
6,1381,2,Grand,2024,1,Expired,CNG,5,20000,Bhavnagar,First Owner,1462.0,Manual,,Unknown,,16.95,14.25,15.93,No_Features,10.0
6,187,2,Alto,2011,14,Expired,Petrol,5,150000,Bhavnagar,Third Owner,998.0,Manual,,Unknown,,3.67,1.11,69.75,No_Features,4.6
2,1705,2,i10,2010,15,Expired,Petrol,5,90000,Rajkot,Second Owner,1086.0,Manual,,Unknown,,5.03,1.9,62.23,No_Features,5.2
10,1705,1,Cruze,2011,14,Expired,Diesel,5,80000,Surat,Third Owner,1991.0,Manual,,Unknown,,15.99,2.0,87.49,No_Features,5.0
12,65,3,Sonet,2023,2,Expired,Petrol,5,10000,Junagadh,First Owner,1197.0,Manual,,Unknown,,10.69,10.0,6.45,No_Features,10.0
9,43,3,Ecosport,2017,8,Expired,Diesel,5,150000,Veraval,First Owner,1498.0,Manual,,Unknown,,11.08,4.6,58.48,No_Features,6.4
2,139,2,Santro,2006,19,Expired,Petrol,5,20000,Ahmedabad,Fourth Owner,1086.0,Manual,,Unknown,,3.74,0.28,92.51,No_Features,5.2
6,1705,2,S-Presso,2023,2,Expired,Petrol,5,30000,Junagadh,First Owner,998.0,Manual,,Unknown,,5.78,4.6,20.42,No_Features,9.2
5,706,3,KUV,2016,9,Expired,Diesel,6,120000,Morbi,Third Owner,1198.0,Manual,,Unknown,,8.05,2.0,75.16,No_Features,5.2
4,5,3,Nexon,2023,2,Expired,Petrol,5,30000,Veraval,First Owner,1199.0,Manual,,Unknown,,12.79,11.0,14.0,No_Features,10.0
6,1705,2,Baleno,2021,4,Expired,Petrol,5,40000,GH12,First Owner,1197.0,Manual,,Unknown,,7.81,5.4,30.86,No_Features,8.6
6,610,2,Celerio,2019,6,Expired,Petrol,5,30000,Junagadh,First Owner,998.0,Manual,,Unknown,,5.54,4.21,24.01,No_Features,8.6
6,20,2,Wagon,2019,6,Expired,CNG,5,50000,Unknown,First Owner,998.0,Manual,,Unknown,,5.39,4.25,21.15,No_Features,8.6
20,904,5,Rover,2015,10,Expired,Diesel,5,100000,Morbi,Third Owner,2179.0,Automatic,,Unknown,,57.23,10.0,82.53,No_Features,5.6
2,799,1,Verna,2010,15,Expired,Diesel,5,100000,Ahmedabad,Fourth Owner,1493.0,Manual,,Unknown,,9.54,1.1,88.47,No_Features,4.8
6,1705,2,Swift,2010,15,Expired,Diesel,5,160000,Surat,Third Owner,1248.0,Manual,74.0,Unknown,22.9,6.2,1.5,75.81,Central Locking | Air Conditioner | Digital Odometer,4.2
6,1705,2,Ritz,2010,15,Expired,Petrol,5,80000,Surat,Third Owner,1197.0,Manual,85.8,Unknown,21.1,5.81,1.25,78.49,Air Conditioner,5.0
6,20,2,Wagon,2009,16,Expired,Petrol,5,120000,Junagadh,Second Owner,1061.0,Manual,67.0,Unknown,18.9,4.04,1.2,70.3,Central Locking | Air Conditioner,4.8
2,100,3,Venue,2021,4,Expired,Petrol,5,70000,amreli,First Owner,998.0,Manual,118.35,FWD,18.27,11.35,8.25,27.31,Automatic Climate Control | Rear AC Vents | Parking Sensors | Cooled Glovebox | Cruise Control,8.2
6,19,2,Swift,2016,9,Expired,Petrol,5,90000,Vadodara,Second Owner,1197.0,Manual,83.14,Unknown,20.85,6.95,4.6,33.81,No_Features,7.4
19,125,3,Compass,2019,6,Expired,Diesel,5,150000,Rajkot,First Owner,1956.0,Manual,,Unknown,,22.77,9.0,60.47,No_Features,6.2
2,902,2,Grand,2019,6,Expired,Petrol,5,50000,Bhavnagar,First Owner,1197.0,Manual,,Unknown,,6.93,4.9,29.29,No_Features,8.6
6,44,3,Vitara,2021,4,Comprehensive,Petrol,5,109033,Basti,Second Owner,1462.0,Manual,103.26,FWD,17.03,10.92,5.8,46.89,Automatic Climate Control | Parking Sensors | Cruise Control,6.8
2,955,2,i20,2021,4,Comprehensive,Petrol,5,60300,Lucknow,First Owner,1197.0,Automatic,,Unknown,,10.3,7.25,29.61,No_Features,8.2
6,179,2,Swift,2017,8,Expired,Petrol,5,100000,amreli,First Owner,1197.0,Manual,83.11,Unknown,20.4,5.7,4.21,26.14,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,7.6
6,84,2,Alto,2018,7,Expired,Petrol,5,76000,Lucknow,First Owner,796.0,Manual,47.3,Unknown,24.7,3.77,3.1,17.77,Air Conditioner | Digital Odometer,8.4
9,2,2,Figo,2013,12,Expired,Diesel,5,150000,Surat,Third Owner,1399.0,Manual,68.05,Unknown,20.0,7.25,1.6,77.93,No_Features,4.6
2,734,2,i20,2012,13,Expired,Petrol,5,120000,Ahmedabad,Second Owner,1197.0,Manual,,Unknown,17.0,6.07,3.0,50.58,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Steering Mounted Controls,5.6
2,262,2,i20,2013,12,Expired,Diesel,5,150000,Chandigarh,First Owner,1396.0,Manual,88.76,Unknown,21.9,7.89,2.7,65.78,Automatic Climate Control | Rear Camera,5.0
5,206,3,XUV500,2012,13,Expired,Diesel,7,160000,Junagadh,Third Owner,2179.0,Manual,140.0,AWD,15.1,16.98,3.4,79.98,Air Purifier | Automatic Climate Control | Cruise Control,4.2
